IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime
9085649,Yokkaichi, Japan,"02/22, 02:11",Niigata, Japan,"04/03, 01:12"
9085649,Niigata, Japan,"04/03, 01:12",Singapore Anch. 1, Singapore,"04/11, 10:40"
9085649,Singapore Anch. 1, Singapore,"04/11, 10:40",Ras Laffan Anch., Qatar,"04/22, 02:11"
9085651,Sakai, Japan,"02/19, 00:28",Singapore Anch. 1, Singapore,"02/26, 14:37"
9085651,Singapore Anch. 1, Singapore,"02/26, 14:37",Ras Laffan, Qatar,"03/08, 17:44"
9085651,Ras Laffan, Qatar,"03/08, 17:44",Sendai, Japan,"03/28, 01:29"
9085651,Sendai, Japan,"03/28, 01:29",Ras Laffan Anch., Qatar,"04/15, 02:04"
9086734,Yokohama, Japan,"02/27, 02:04",Singapore Anch. 1, Singapore,"03/06, 20:44"
9086734,Singapore Anch. 1, Singapore,"03/06, 20:44",Ras Laffan Anch., Qatar,"03/17, 08:09"
9086734,Ras Laffan Anch., Qatar,"03/17, 08:09",Ras Laffan, Qatar,"04/14, 23:37"
9086746,Ras Laffan, Qatar,"02/14, 12:13",Yokohama, Japan,"03/04, 01:57"
9086746,Yokohama, Japan,"03/04, 01:57",Ras Laffan Anch., Qatar,"03/20, 06:33"
9086746,Ras Laffan Anch., Qatar,"03/20, 06:33",Ras Laffan, Qatar,"03/21, 09:15"
9086746,Ras Laffan, Qatar,"03/21, 09:15",Yokohama, Japan,"04/15, 02:23"
9086746,Yokohama, Japan,"04/15, 02:23",Singapore Anch. 1, Singapore,"04/22, 22:50"
9132741,Kawasaki, Japan,"02/26, 03:09",Ras Laffan, Qatar,"03/14, 21:17"
9132741,Ras Laffan, Qatar,"03/14, 21:17",Kisarazu, Japan,"04/02, 23:54"
9132741,Kisarazu, Japan,"04/02, 23:54",Singapore Anch. 1, Singapore,"04/11, 06:46"
9132741,Singapore Anch. 1, Singapore,"04/11, 06:46",Ras Laffan, Qatar,"04/23, 07:37"
9132791,Anegasaki, Japan,"02/23, 00:40",Ras Laffan, Qatar,"03/13, 12:13"
9132791,Ras Laffan, Qatar,"03/13, 12:13",Ras Laffan Anch., Qatar,"03/15, 00:43"
9132791,Ras Laffan Anch., Qatar,"03/15, 00:43",Kawasaki, Japan,"04/03, 02:57"
9132791,Kawasaki, Japan,"04/03, 02:57",Singapore Anch. 1, Singapore,"04/13, 04:40"
9132818,Ras Laffan Anch., Qatar,"03/05, 16:51",Anegasaki, Japan,"03/23, 05:23"
9132818,Anegasaki, Japan,"03/23, 05:23",Singapore Anch. 1, Singapore,"03/31, 01:55"
9132818,Singapore Anch. 1, Singapore,"03/31, 01:55",Ras Laffan Anch., Qatar,"04/09, 14:37"
9132818,Ras Laffan Anch., Qatar,"04/09, 14:37",Ras Laffan, Qatar,"04/10, 05:44"
9134323,Sendai, Japan,"02/25, 00:49",Sendai, Japan,"03/15, 04:20"
9134323,Sendai, Japan,"03/15, 04:20",Sendai, Japan,"04/02, 07:17"
9134323,Sendai, Japan,"04/02, 07:17",Bintulu,"Sarawak, Malaysia","04/11, 09:22"
9155078,Incheon, Korea,"02/16, 01:35",Pyeongtaek, Korea,"03/19, 22:34"
9155078,Pyeongtaek, Korea,"03/19, 22:34",Qalhat, Oman,"04/03, 14:38"
9155145,Ras Laffan, Qatar,"03/26, 15:55",Incheon, Korea,"04/12, 04:31"
9155157,Pyeongtaek, Korea,"03/02, 21:57",Ras Laffan, Qatar,"03/19, 15:44"
9155157,Ras Laffan, Qatar,"03/19, 15:44",Incheon, Korea,"04/05, 03:32"
9155157,Incheon, Korea,"04/05, 03:32",Okpo Anch., Korea,"04/07, 05:56"
9155157,Okpo Anch., Korea,"04/07, 05:56",Okpo Anch., Korea,"04/14, 23:38"
9157624,Incheon, Korea,"02/25, 04:07",Ras Laffan, Qatar,"03/13, 10:19"
9157624,Ras Laffan, Qatar,"03/13, 10:19",Anjeong, Korea,"03/30, 03:49"
9157624,Anjeong, Korea,"03/30, 03:49",Ras Laffan, Qatar,"04/15, 12:32"
9157636,Qalhat, Oman,"02/17, 05:05",Pyeongtaek, Korea,"04/04, 23:21"
9157636,Pyeongtaek, Korea,"04/04, 23:21",Qalhat, Oman,"04/20, 15:39"
9157739,Ras Laffan, Qatar,"02/26, 09:20",Incheon, Korea,"03/14, 23:30"
9157739,Incheon, Korea,"03/14, 23:30",Ras Laffan, Qatar,"03/30, 20:19"
9157739,Ras Laffan, Qatar,"03/30, 20:19",Pyeongtaek, Korea,"04/15, 21:43"
9161510,Benoa Anch., Indonesia,"03/14, 23:00",Benoa, Indonesia,"02/21, 04:23"
9161510,Benoa, Indonesia,"02/21, 04:23",Benoa Anch., Indonesia,"02/23, 12:27"
9161510,Benoa Anch., Indonesia,"02/23, 12:27",Benoa Anch., Indonesia,"03/15, 01:25"
9161510,Benoa Anch., Indonesia,"03/15, 01:25",Suralaya Anch., Indonesia,"04/11, 08:25"
9176008,Anjeong, Korea,"02/16, 02:54",Ras Laffan, Qatar,"03/03, 21:08"
9176008,Ras Laffan, Qatar,"03/03, 21:08",Incheon, Korea,"03/20, 01:52"
9176008,Incheon, Korea,"03/20, 01:52",Okpo Anch., Korea,"03/22, 01:47"
9176008,Okpo Anch., Korea,"03/22, 01:47",Ras Laffan, Qatar,"04/10, 23:17"
9176010,Qalhat, Oman,"02/25, 04:50",Incheon, Korea,"03/12, 22:37"
9176010,Incheon, Korea,"03/12, 22:37",Qalhat, Oman,"03/27, 09:48"
9179581,Qalhat, Oman,"02/14, 13:49",Anjeong, Korea,"03/02, 02:59"
9179581,Anjeong, Korea,"03/02, 02:59",Qalhat, Oman,"03/17, 05:38"
9179581,Qalhat, Oman,"03/17, 05:38",Incheon, Korea,"04/01, 06:20"
9179581,Incheon, Korea,"04/01, 06:20",Qalhat, Oman,"04/16, 15:46"
9180231,Pyeongtaek, Korea,"02/13, 20:59",Qalhat, Oman,"02/28, 12:49"
9180231,Qalhat, Oman,"02/28, 12:49",Anjeong, Korea,"03/16, 03:55"
9180231,Anjeong, Korea,"03/16, 03:55",Qalhat, Oman,"03/30, 12:41"
9180231,Qalhat, Oman,"03/30, 12:41",Anjeong, Korea,"04/15, 03:53"
9180243,Ras Laffan, Qatar,"02/18, 21:18",Incheon, Korea,"03/07, 03:22"
9180243,Incheon, Korea,"03/07, 03:22",Okpo Anch., Korea,"03/09, 05:03"
9180243,Okpo Anch., Korea,"03/09, 05:03",Ras Laffan, Qatar,"04/02, 09:16"
9180243,Ras Laffan, Qatar,"04/02, 09:16",Incheon, Korea,"04/19, 02:22"
9183269,Pyeongtaek, Korea,"02/22, 02:34",Incheon, Korea,"03/24, 03:23"
9183269,Incheon, Korea,"03/24, 03:23",Qalhat, Oman,"04/08, 04:29"
9186584,Incheon, Korea,"02/22, 03:01",Ras Laffan, Qatar,"03/11, 12:09"
9186584,Ras Laffan, Qatar,"03/11, 12:09",Okpo Anch., Korea,"03/26, 23:32"
9186584,Okpo Anch., Korea,"03/26, 23:32",Okpo Anch., Korea,"03/28, 01:10"
9186584,Okpo Anch., Korea,"03/28, 01:10",Ras Laffan, Qatar,"04/17, 01:30"
9187356,Bontang, Indonesia,"03/01, 01:24",Bontang, Indonesia,"03/11, 06:19"
9187356,Bontang, Indonesia,"03/11, 06:19",Benoa, Indonesia,"03/15, 02:12"
9187356,Benoa, Indonesia,"03/15, 02:12",Bontang, Indonesia,"04/03, 06:26"
9187356,Bontang, Indonesia,"04/03, 06:26",Benoa, Indonesia,"04/07, 01:12"
9187356,Benoa, Indonesia,"04/07, 01:12",Bontang, Indonesia,"04/15, 06:34"
9210828,Seria, Brunei,"03/07, 22:55",Mab Tapud, Thailand,"03/17, 00:13"
9210828,Mab Tapud, Thailand,"03/17, 00:13",Singapore Anch. 1, Singapore,"03/22, 04:22"
9210828,Singapore Anch. 1, Singapore,"03/22, 04:22",Seria, Brunei,"04/02, 23:39"
9210828,Seria, Brunei,"04/02, 23:39",Shikama, Japan,"04/13, 00:55"
9211872,Yokkaichi, Japan,"02/16, 02:23",Mab Tapud, Thailand,"02/27, 00:08"
9211872,Mab Tapud, Thailand,"02/27, 00:08",Anegasaki, Japan,"04/04, 04:06"
9211872,Anegasaki, Japan,"04/04, 04:06",Anegasaki, Japan,"04/05, 04:14"
9211872,Anegasaki, Japan,"04/05, 04:14",Bintulu,"Sarawak, Malaysia","04/11, 07:01"
9211872,Bintulu,"Sarawak, Malaysia","04/11, 07:01",Shimizu, Japan,"04/18, 00:13"
9213416,Singapore, Singapore,"02/18, 02:20",Kawasaki, Japan,"03/29, 02:53"
9213416,Kawasaki, Japan,"03/29, 02:53",Bintulu,"Sarawak, Malaysia","04/10, 04:23"
9213416,Bintulu,"Sarawak, Malaysia","04/10, 04:23",Sakai, Japan,"04/17, 01:49"
9216298,Bonny, Nigeria,"02/18, 21:14",Santa Cruz de Tenerife Anch., Spain,"03/01, 09:33"
9216298,Santa Cruz de Tenerife Anch., Spain,"03/01, 09:33",Huelva, Spain,"03/06, 06:04"
9216298,Huelva, Spain,"03/06, 06:04",Santa Cruz de Tenerife Anch., Spain,"03/09, 08:34"
9216298,Santa Cruz de Tenerife Anch., Spain,"03/09, 08:34",Hazira, India,"04/12, 03:24"
9216303,Montoir, France,"02/22, 23:31",Bonny, Nigeria,"03/10, 12:19"
9216303,Bonny, Nigeria,"03/10, 12:19",Huelva, Spain,"03/21, 05:28"
9216303,Huelva, Spain,"03/21, 05:28",Santa Cruz de Tenerife Anch., Spain,"03/24, 09:12"
9216303,Santa Cruz de Tenerife Anch., Spain,"03/24, 09:12",Bonny, Nigeria,"04/07, 23:02"
9216303,Bonny, Nigeria,"04/07, 23:02",Sines, Portugal,"04/18, 13:26"
9216303,Sines, Portugal,"04/18, 13:26",Sines Anch., Portugal,"04/19, 14:01"
9229647,Anegasaki, Japan,"02/18, 06:11",Mizushima, Japan,"03/05, 23:46"
9229647,Mizushima, Japan,"03/05, 23:46",Incheon, Korea,"03/23, 03:30"
9229647,Incheon, Korea,"03/23, 03:30",Souma, Japan,"04/07, 23:35"
9229647,Souma, Japan,"04/07, 23:35",Pasir Gudang,"Johor Anch., Malaysia","04/17, 05:01"
9229647,Pasir Gudang,"Johor Anch., Malaysia","04/17, 05:01",Pasir Gudang,"Johor, Malaysia","04/19, 05:46"
9230048,Point Fortin, Trinidad & Tobago,"03/13, 13:49",Bilbao, Spain,"03/28, 10:30"
9230048,Bilbao, Spain,"03/28, 10:30",Bilbao Anch., Spain,"03/29, 10:27"
9230048,Bilbao Anch., Spain,"03/29, 10:27",La Brea (Brighton) Anch., Trinidad & Tobago,"04/09, 14:34"
9230048,La Brea (Brighton) Anch., Trinidad & Tobago,"04/09, 14:34",Point Fortin, Trinidad & Tobago,"04/10, 10:17"
9230048,Point Fortin, Trinidad & Tobago,"04/10, 10:17",Livorno Anch., Italy,"04/22, 10:13"
9230048,Livorno Anch., Italy,"04/22, 10:13",FSRU Toscana Term., Italy,"04/23, 05:20"
9230048,FSRU Toscana Term., Italy,"04/23, 05:20",Livorno Anch., Italy,"04/24, 04:39"
9230050,Pyeongtaek, Korea,"02/24, 03:56",Singapore Anch. 1, Singapore,"03/23, 00:34"
9230050,Singapore Anch. 1, Singapore,"03/23, 00:34",Port Elizabeth Anch., South Africa,"04/17, 09:20"
9230062,Corpus Christi Anch., United States (USA),"02/26, 17:00",Ingleside, United States (USA),"02/27, 20:16"
9230062,Ingleside, United States (USA),"02/27, 20:16",Port Said Anch., Egypt,"03/19, 14:11"
9230062,Port Said Anch., Egypt,"03/19, 14:11",Port Said Anch., Egypt,"03/19, 16:28"
9230062,Port Said Anch., Egypt,"03/19, 16:28",Taichung, Taiwan,"04/07, 22:20"
9236418,La Brea (Brighton) Anch., Trinidad & Tobago,"02/23, 16:00",Point Fortin, Trinidad & Tobago,"02/27, 16:53"
9236420,La Brea (Brighton) Anch., Trinidad & Tobago,"03/23, 21:28",Point Fortin, Trinidad & Tobago,"03/24, 04:00"
9236420,Point Fortin, Trinidad & Tobago,"03/24, 04:00",Guayanilla, Puerto Rico,"03/28, 13:05"
9236420,Guayanilla, Puerto Rico,"03/28, 13:05",Port Arthur Anch., United States (USA),"04/06, 14:54"
9236420,Port Arthur Anch., United States (USA),"04/06, 14:54",Sabine, United States (USA),"04/07, 19:03"
9236420,Sabine, United States (USA),"04/07, 19:03",Mugardos, Spain,"04/20, 21:52"
